timestamp,area_id,source_id,target_id,bytes,upload_type,pkt_id,sc_start,sc_num,slot_index,stage,scheduled_delay_ms
000060,,17,1,10000,pcs_div4_radius4_min128_deadline60,1,0,1,,,
000060,,17,1,10000,pcs_div4_radius4_min128_deadline60,2,0,1,,,
000060,,17,1,10000,pcs_div4_radius4_min128_deadline60,3,0,1,,,
000060,,17,1,10000,pcs_div4_radius4_min128_deadline60,4,0,1,,,
000060,,17,1,4992,pcs_div4_radius4_min128_deadline60,5,0,1,,,
000060,,20,10,10000,pcs_div4_radius4_min128_deadline60,6,1,1,,,
000060,,20,10,4992,pcs_div4_radius4_min128_deadline60,7,1,1,,,
000060,,12,11,10000,pcs_div4_radius4_min128_deadline60,8,2,1,,,
000060,,12,11,10000,pcs_div4_radius4_min128_deadline60,9,2,1,,,
000060,,12,11,10000,pcs_div4_radius4_min128_deadline60,10,2,1,,,
000060,,4,13,10000,pcs_div4_radius4_min128_deadline60,11,3,1,,,
000060,,4,13,960,pcs_div4_radius4_min128_deadline60,12,3,1,,,
000060,,18,14,10000,pcs_div4_radius4_min128_deadline60,13,4,1,,,
000060,,18,14,10000,pcs_div4_radius4_min128_deadline60,14,4,1,,,
000060,,18,14,992,pcs_div4_radius4_min128_deadline60,15,4,1,,,
000060,,5,15,9424,pcs_div4_radius4_min128_deadline60,16,5,1,,,
000060,,7,19,10000,pcs_div4_radius4_min128_deadline60,17,6,1,,,
000060,,7,19,10000,pcs_div4_radius4_min128_deadline60,18,6,1,,,
000060,,7,19,10000,pcs_div4_radius4_min128_deadline60,19,6,1,,,
