timestamp,area_id,area_center_x,area_center_y,priority,group_members,group_size,leader_id,group_confidence,member_uploads,leader_uploads
000060,12_9,-15.000,17.000,4.300000,5;20,2,5,0.993232,1,1
000060,13_2,-5.000,-25.000,4.300000,11;2,2,11,0.982015,1,1
000060,13_0,-5.000,-37.000,3.200000,2,1,2,0.956185,0,1
000060,11_7,-25.000,5.000,3.200000,9;10,2,9,0.982406,1,1
000060,13_3,-5.000,-19.000,3.200000,11,1,11,0.854979,0,1
000060,14_11,5.000,29.000,3.200000,7;16,2,7,0.872718,1,1
000060,14_1,5.000,-31.000,3.100000,1,1,1,0.937491,0,1
000060,15_4,15.000,-13.000,3.100000,8,1,8,0.924505,0,1
000060,12_4,-15.000,-13.000,3.100000,10,1,10,0.853059,0,1
000060,14_3,5.000,-19.000,3.100000,1;8,2,1,0.943908,1,1
000062,12_9,-15.000,17.000,4.300000,5;20,2,5,0.993232,1,1
000062,13_2,-5.000,-25.000,4.300000,11;2,2,11,0.982724,1,1
000062,13_0,-5.000,-37.000,3.200000,2,1,2,0.958680,0,1
000062,14_1,5.000,-31.000,3.200000,1,1,1,0.937491,0,1
000062,11_7,-25.000,5.000,3.200000,9;10,2,9,0.982762,1,1
000062,13_3,-5.000,-19.000,3.200000,11,1,11,0.854979,0,1
000062,14_11,5.000,29.000,3.200000,7;20,2,7,0.871409,1,1
000062,14_3,5.000,-19.000,3.200000,1;8,2,8,0.943908,1,1
000062,18_7,45.000,5.000,3.200000,12;4,2,12,0.221179,1,1
000062,15_4,15.000,-13.000,3.100000,8,1,8,0.924505,0,1
000064,12_9,-15.000,17.000,4.300000,5;20,2,5,0.993232,1,1
000064,13_2,-5.000,-25.000,4.300000,11;2,2,11,0.983002,1,1
000064,13_0,-5.000,-37.000,3.200000,2,1,2,0.961149,0,1
000064,14_1,5.000,-31.000,3.200000,1,1,1,0.937491,0,1
000064,11_7,-25.000,5.000,3.200000,9;10,2,9,0.983101,1,1
000064,13_3,-5.000,-19.000,3.200000,11,1,11,0.854979,0,1
000064,12_4,-15.000,-13.000,3.200000,10,1,10,0.843568,0,1
000064,14_11,5.000,29.000,3.200000,7;20,2,7,0.871685,1,1
000064,15_4,15.000,-13.000,3.100000,8,1,8,0.924505,0,1
000064,14_3,5.000,-19.000,3.100000,1;8,2,1,0.943908,1,1
000066,12_9,-15.000,17.000,4.300000,5;20,2,5,0.993232,1,1
000066,13_2,-5.000,-25.000,4.300000,11;2,2,11,0.983314,1,1
000066,13_0,-5.000,-37.000,3.200000,2,1,2,0.963340,0,1
000066,14_1,5.000,-31.000,3.200000,1,1,1,0.937491,0,1
000066,15_4,15.000,-13.000,3.200000,8,1,8,0.924505,0,1
000066,11_7,-25.000,5.000,3.200000,9;10,2,9,0.983428,1,1
000066,13_3,-5.000,-19.000,3.200000,11,1,11,0.854979,0,1
000066,12_4,-15.000,-13.000,3.200000,10,1,10,0.839165,0,1
000066,14_11,5.000,29.000,3.200000,7;16,2,7,0.870033,1,1
000066,14_3,5.000,-19.000,3.100000,1;8,2,1,0.943908,1,1
000068,12_9,-15.000,17.000,4.300000,5;20,2,5,0.993232,1,1
000068,13_2,-5.000,-25.000,4.300000,11;2,2,11,0.983658,1,1
000068,13_0,-5.000,-37.000,3.200000,2,1,2,0.964914,0,1
000068,14_1,5.000,-31.000,3.200000,1,1,1,0.937491,0,1
000068,11_7,-25.000,5.000,3.200000,9;10,2,9,0.983747,1,1
000068,13_3,-5.000,-19.000,3.200000,11,1,11,0.854979,0,1
000068,14_11,5.000,29.000,3.200000,7;16,2,7,0.872330,1,1
000068,18_7,45.000,5.000,3.200000,12;4,2,12,0.227782,1,1
000068,15_4,15.000,-13.000,3.100000,8,1,8,0.924505,0,1
000068,12_4,-15.000,-13.000,3.100000,10,1,10,0.834918,0,1
000070,12_9,-15.000,17.000,4.300000,5;20,2,5,0.993256,1,1
000070,13_2,-5.000,-25.000,4.300000,11;2,2,11,0.984002,1,1
000070,13_0,-5.000,-37.000,3.200000,2,1,2,0.965489,0,1
000070,11_7,-25.000,5.000,3.200000,9;10,2,9,0.984060,1,1
000070,13_3,-5.000,-19.000,3.200000,11,1,11,0.854979,0,1
000070,18_7,45.000,5.000,3.200000,12;4,2,12,0.252776,1,1
000070,14_1,5.000,-31.000,3.100000,1,1,1,0.937491,0,1
000070,15_4,15.000,-13.000,3.100000,8,1,8,0.924505,0,1
000070,14_10,5.000,23.000,3.100000,7,1,7,0.915152,0,1
000070,12_4,-15.000,-13.000,3.100000,10,1,10,0.830790,0,1
000072,12_9,-15.000,17.000,4.300000,5;20,2,5,0.993333,1,1
000072,13_2,-5.000,-25.000,4.300000,11;2,2,11,0.984331,1,1
000072,13_0,-5.000,-37.000,3.200000,2,1,2,0.965071,0,1
000072,14_1,5.000,-31.000,3.200000,1,1,1,0.937491,0,1
000072,11_7,-25.000,5.000,3.200000,9;10,2,9,0.984367,1,1
000072,13_3,-5.000,-19.000,3.200000,11,1,11,0.854979,0,1
000072,14_3,5.000,-19.000,3.200000,1;8,2,8,0.943908,1,1
000072,15_4,15.000,-13.000,3.100000,8,1,8,0.924505,0,1
000072,14_10,5.000,23.000,3.100000,7,1,7,0.911791,0,1
000072,12_4,-15.000,-13.000,3.100000,10,1,10,0.826758,0,1
000074,13_2,-5.000,-25.000,4.300000,11;2,2,11,0.984647,1,1
000074,12_9,-15.000,17.000,4.200000,5;20,2,5,0.993475,1,1
000074,13_0,-5.000,-37.000,3.200000,2,1,2,0.963820,0,1
000074,14_1,5.000,-31.000,3.200000,1,1,1,0.937491,0,1
000074,11_7,-25.000,5.000,3.200000,9;10,2,9,0.984672,1,1
000074,14_10,5.000,23.000,3.200000,7,1,7,0.908028,0,1
000074,13_3,-5.000,-19.000,3.200000,11,1,11,0.854979,0,1
000074,12_4,-15.000,-13.000,3.200000,10,1,10,0.822802,0,1
000074,14_3,5.000,-19.000,3.200000,1;8,2,8,0.943908,1,1
000074,15_4,15.000,-13.000,3.100000,8,1,8,0.924505,0,1
000076,12_9,-15.000,17.000,4.300000,5;20,2,5,0.993680,1,1
000076,13_2,-5.000,-25.000,4.300000,11;2,2,11,0.984951,1,1
000076,14_1,5.000,-31.000,3.200000,1,1,1,0.937491,0,1
000076,11_7,-25.000,5.000,3.200000,9;10,2,9,0.984973,1,1
000076,14_10,5.000,23.000,3.200000,7,1,7,0.904093,0,1
000076,13_3,-5.000,-19.000,3.200000,11,1,11,0.854979,0,1
000076,13_0,-5.000,-37.000,3.100000,2,1,2,0.961918,0,1
000076,12_4,-15.000,-13.000,3.100000,10,1,10,0.818910,0,1
000076,14_3,5.000,-19.000,3.100000,1;8,2,8,0.943908,1,1
000076,17_5,35.000,-7.000,3.100000,12;4,2,12,0.850178,1,1
000078,13_2,-5.000,-25.000,4.300000,11;2,2,11,0.985247,1,1
000078,12_9,-15.000,17.000,4.200000,5;20,2,5,0.993938,1,1
000078,11_7,-25.000,5.000,3.200000,9;10,2,9,0.985272,1,1
000078,14_10,5.000,23.000,3.200000,7,1,7,0.900155,0,1
000078,13_3,-5.000,-19.000,3.200000,11,1,11,0.854979,0,1
000078,12_4,-15.000,-13.000,3.200000,10,1,10,0.815083,0,1
000078,13_0,-5.000,-37.000,3.100000,2,1,2,0.959509,0,1
000078,15_4,15.000,-13.000,3.100000,8,1,8,0.924505,0,1
000078,14_3,5.000,-19.000,3.100000,1;8,2,1,0.943908,1,1
000078,17_5,35.000,-7.000,3.100000,12;4,2,12,0.851920,1,1
000080,13_2,-5.000,-25.000,4.300000,11;2,2,11,0.985538,1,1
000080,12_9,-15.000,17.000,4.200000,5;20,2,5,0.994239,1,1
000080,11_7,-25.000,5.000,3.200000,9;10,2,9,0.985547,1,1
000080,14_10,5.000,23.000,3.200000,7,1,7,0.896279,0,1
000080,13_3,-5.000,-19.000,3.200000,11,1,11,0.854979,0,1
000080,12_4,-15.000,-13.000,3.200000,10,1,10,0.811568,0,1
000080,14_3,5.000,-19.000,3.200000,1;8,2,1,0.943908,1,1
000080,13_0,-5.000,-37.000,3.100000,2,1,2,0.956709,0,1
000080,17_5,35.000,-7.000,3.100000,12;4,2,12,0.858988,1,1
000080,15_4,15.000,-13.000,3.000000,8,1,8,0.924505,0,1
